aid:2167, atitle:债券基金攻守兼备, tid:94, tname:趋势, sql:insert into article_tags values(2167,94)
aid:2945, atitle:揭秘信用卡五个猫腻：想占便宜却被银行钻空子, tid:381, tname:利润, sql:insert into article_tags values(2945,381)
aid:2947, atitle:巧用信用卡增加额外“收入”, tid:448, tname:公司, sql:insert into article_tags values(2947,448)
aid:2953, atitle:信用卡使用指南和刷卡注意事项, tid:718, tname:清算, sql:insert into article_tags values(2953,718)
aid:2954, atitle:如何选择信用卡, tid:448, tname:公司, sql:insert into article_tags values(2954,448)
aid:2954, atitle:如何选择信用卡, tid:913, tname:品牌, sql:insert into article_tags values(2954,913)
aid:2955, atitle:信用卡还款方法, tid:166, tname:股份, sql:insert into article_tags values(2955,166)
aid:2957, atitle:信用卡的功能, tid:448, tname:公司, sql:insert into article_tags values(2957,448)
aid:2957, atitle:信用卡的功能, tid:649, tname:会员, sql:insert into article_tags values(2957,649)
aid:2960, atitle:信用卡的历史, tid:166, tname:股份, sql:insert into article_tags values(2960,166)
aid:2960, atitle:信用卡的历史, tid:448, tname:公司, sql:insert into article_tags values(2960,448)
aid:2960, atitle:信用卡的历史, tid:450, tname:股份有限公司, sql:insert into article_tags values(2960,450)
aid:2960, atitle:信用卡的历史, tid:649, tname:会员, sql:insert into article_tags values(2960,649)
aid:2960, atitle:信用卡的历史, tid:913, tname:品牌, sql:insert into article_tags values(2960,913)
aid:2961, atitle:中国人民银行公告〔2007〕第 8 号, tid:448, tname:公司, sql:insert into article_tags values(2961,448)
aid:2962, atitle:银监会关于颁发《中华人民共和国金融许可证》的公告, tid:165, tname:股票, sql:insert into article_tags values(2962,165)
aid:2962, atitle:银监会关于颁发《中华人民共和国金融许可证》的公告, tid:179, tname:政府债券, sql:insert into article_tags values(2962,179)
aid:2962, atitle:银监会关于颁发《中华人民共和国金融许可证》的公告, tid:180, tname:金融债券, sql:insert into article_tags values(2962,180)
aid:2962, atitle:银监会关于颁发《中华人民共和国金融许可证》的公告, tid:201, tname:债券, sql:insert into article_tags values(2962,201)
aid:2962, atitle:银监会关于颁发《中华人民共和国金融许可证》的公告, tid:269, tname:金融债券, sql:insert into article_tags values(2962,269)
aid:2962, atitle:银监会关于颁发《中华人民共和国金融许可证》的公告, tid:352, tname:证券, sql:insert into article_tags values(2962,352)
aid:2962, atitle:银监会关于颁发《中华人民共和国金融许可证》的公告, tid:353, tname:有价证券, sql:insert into article_tags values(2962,353)
aid:2962, atitle:银监会关于颁发《中华人民共和国金融许可证》的公告, tid:448, tname:公司, sql:insert into article_tags values(2962,448)
aid:2962, atitle:银监会关于颁发《中华人民共和国金融许可证》的公告, tid:469, tname:董事, sql:insert into article_tags values(2962,469)
aid:2962, atitle:银监会关于颁发《中华人民共和国金融许可证》的公告, tid:838, tname:贴现, sql:insert into article_tags values(2962,838)
aid:2962, atitle:银监会关于颁发《中华人民共和国金融许可证》的公告, tid:890, tname:行业, sql:insert into article_tags values(2962,890)
aid:2963, atitle:中国人民银行令〔2006〕第3号, tid:870, tname:国际收支, sql:insert into article_tags values(2963,870)
aid:2964, atitle:商业银行金融创新指引, tid:51, tname:行情, sql:insert into article_tags values(2964,51)
aid:2964, atitle:商业银行金融创新指引, tid:378, tname:信用风险, sql:insert into article_tags values(2964,378)
aid:2964, atitle:商业银行金融创新指引, tid:448, tname:公司, sql:insert into article_tags values(2964,448)
aid:2964, atitle:商业银行金融创新指引, tid:469, tname:董事, sql:insert into article_tags values(2964,469)
aid:2964, atitle:商业银行金融创新指引, tid:475, tname:董事会, sql:insert into article_tags values(2964,475)
aid:2964, atitle:商业银行金融创新指引, tid:486, tname:资产, sql:insert into article_tags values(2964,486)
aid:2964, atitle:商业银行金融创新指引, tid:498, tname:资产管理, sql:insert into article_tags values(2964,498)
aid:2964, atitle:商业银行金融创新指引, tid:890, tname:行业, sql:insert into article_tags values(2964,890)
aid:2964, atitle:商业银行金融创新指引, tid:1092, tname:行情, sql:insert into article_tags values(2964,1092)
aid:2964, atitle:商业银行金融创新指引, tid:1120, tname:资产管理, sql:insert into article_tags values(2964,1120)
aid:2965, atitle:中华人民共和国外资银行管理条例(全文), tid:448, tname:公司, sql:insert into article_tags values(2965,448)
aid:2965, atitle:中华人民共和国外资银行管理条例(全文), tid:462, tname:股东, sql:insert into article_tags values(2965,462)
aid:2965, atitle:中华人民共和国外资银行管理条例(全文), tid:486, tname:资产, sql:insert into article_tags values(2965,486)
aid:2965, atitle:中华人民共和国外资银行管理条例(全文), tid:890, tname:行业, sql:insert into article_tags values(2965,890)
aid:2966, atitle:中国人民银行公告〔2006〕第14号, tid:448, tname:公司, sql:insert into article_tags values(2966,448)
aid:2967, atitle:中国人民银行公告〔2006〕第 13 号, tid:448, tname:公司, sql:insert into article_tags values(2967,448)
aid:2969, atitle:中国人民银行公告〔2006〕第12号, tid:448, tname:公司, sql:insert into article_tags values(2969,448)
aid:2970, atitle:央行上海总部发布上海金融稳定报告（2006）, tid:18, tname:突破, sql:insert into article_tags values(2970,18)
aid:2970, atitle:央行上海总部发布上海金融稳定报告（2006）, tid:60, tname:反弹, sql:insert into article_tags values(2970,60)
aid:2970, atitle:央行上海总部发布上海金融稳定报告（2006）, tid:94, tname:趋势, sql:insert into article_tags values(2970,94)
aid:2970, atitle:央行上海总部发布上海金融稳定报告（2006）, tid:352, tname:证券, sql:insert into article_tags values(2970,352)
aid:2970, atitle:央行上海总部发布上海金融稳定报告（2006）, tid:366, tname:金融市场, sql:insert into article_tags values(2970,366)
aid:2970, atitle:央行上海总部发布上海金融稳定报告（2006）, tid:368, tname:资金融通, sql:insert into article_tags values(2970,368)
aid:2970, atitle:央行上海总部发布上海金融稳定报告（2006）, tid:369, tname:直接融资, sql:insert into article_tags values(2970,369)
aid:2970, atitle:央行上海总部发布上海金融稳定报告（2006）, tid:370, tname:间接融资, sql:insert into article_tags values(2970,370)
aid:2970, atitle:央行上海总部发布上海金融稳定报告（2006）, tid:381, tname:利润, sql:insert into article_tags values(2970,381)
aid:2970, atitle:央行上海总部发布上海金融稳定报告（2006）, tid:448, tname:公司, sql:insert into article_tags values(2970,448)
aid:2970, atitle:央行上海总部发布上海金融稳定报告（2006）, tid:486, tname:资产, sql:insert into article_tags values(2970,486)
aid:2970, atitle:央行上海总部发布上海金融稳定报告（2006）, tid:492, tname:证券公司, sql:insert into article_tags values(2970,492)
aid:2970, atitle:央行上海总部发布上海金融稳定报告（2006）, tid:772, tname:系统性风险, sql:insert into article_tags values(2970,772)
aid:2970, atitle:央行上海总部发布上海金融稳定报告（2006）, tid:788, tname:风险防范, sql:insert into article_tags values(2970,788)
aid:2970, atitle:央行上海总部发布上海金融稳定报告（2006）, tid:869, tname:财政收支, sql:insert into article_tags values(2970,869)
aid:2970, atitle:央行上海总部发布上海金融稳定报告（2006）, tid:870, tname:国际收支, sql:insert into article_tags values(2970,870)
aid:2970, atitle:央行上海总部发布上海金融稳定报告（2006）, tid:890, tname:行业, sql:insert into article_tags values(2970,890)
aid:2970, atitle:央行上海总部发布上海金融稳定报告（2006）, tid:993, tname:趋势, sql:insert into article_tags values(2970,993)
aid:2970, atitle:央行上海总部发布上海金融稳定报告（2006）, tid:1059, tname:突破, sql:insert into article_tags values(2970,1059)
aid:2970, atitle:央行上海总部发布上海金融稳定报告（2006）, tid:1101, tname:反弹, sql:insert into article_tags values(2970,1101)
aid:2970, atitle:央行上海总部发布上海金融稳定报告（2006）, tid:1114, tname:证券公司, sql:insert into article_tags values(2970,1114)
aid:2971, atitle:中国人民银行发布《2005年反洗钱报告》, tid:18, tname:突破, sql:insert into article_tags values(2971,18)
aid:2971, atitle:中国人民银行发布《2005年反洗钱报告》, tid:166, tname:股份, sql:insert into article_tags values(2971,166)
aid:2971, atitle:中国人民银行发布《2005年反洗钱报告》, tid:352, tname:证券, sql:insert into article_tags values(2971,352)
aid:2971, atitle:中国人民银行发布《2005年反洗钱报告》, tid:890, tname:行业, sql:insert into article_tags values(2971,890)
aid:2971, atitle:中国人民银行发布《2005年反洗钱报告》, tid:1059, tname:突破, sql:insert into article_tags values(2971,1059)
aid:2972, atitle:中国人民银行公告〔2006〕第9号, tid:448, tname:公司, sql:insert into article_tags values(2972,448)
aid:2973, atitle:上海银临局下发《外资银行管理条例》, tid:448, tname:公司, sql:insert into article_tags values(2973,448)
aid:2973, atitle:上海银临局下发《外资银行管理条例》, tid:469, tname:董事, sql:insert into article_tags values(2973,469)
aid:2973, atitle:上海银临局下发《外资银行管理条例》, tid:475, tname:董事会, sql:insert into article_tags values(2973,475)
aid:2973, atitle:上海银临局下发《外资银行管理条例》, tid:890, tname:行业, sql:insert into article_tags values(2973,890)
aid:2974, atitle:《中央国库现金管理暂行办法》解读, tid:38, tname:利空, sql:insert into article_tags values(2974,38)
aid:2974, atitle:《中央国库现金管理暂行办法》解读, tid:60, tname:反弹, sql:insert into article_tags values(2974,60)
aid:2974, atitle:《中央国库现金管理暂行办法》解读, tid:94, tname:趋势, sql:insert into article_tags values(2974,94)
aid:2974, atitle:《中央国库现金管理暂行办法》解读, tid:165, tname:股票, sql:insert into article_tags values(2974,165)
aid:2974, atitle:《中央国库现金管理暂行办法》解读, tid:166, tname:股份, sql:insert into article_tags values(2974,166)
aid:2974, atitle:《中央国库现金管理暂行办法》解读, tid:201, tname:债券, sql:insert into article_tags values(2974,201)
aid:2974, atitle:《中央国库现金管理暂行办法》解读, tid:366, tname:金融市场, sql:insert into article_tags values(2974,366)
aid:2974, atitle:《中央国库现金管理暂行办法》解读, tid:369, tname:直接融资, sql:insert into article_tags values(2974,369)
aid:2974, atitle:《中央国库现金管理暂行办法》解读, tid:370, tname:间接融资, sql:insert into article_tags values(2974,370)
aid:2974, atitle:《中央国库现金管理暂行办法》解读, tid:486, tname:资产, sql:insert into article_tags values(2974,486)
aid:2974, atitle:《中央国库现金管理暂行办法》解读, tid:487, tname:负债, sql:insert into article_tags values(2974,487)
aid:2974, atitle:《中央国库现金管理暂行办法》解读, tid:572, tname:债券发行, sql:insert into article_tags values(2974,572)
aid:2974, atitle:《中央国库现金管理暂行办法》解读, tid:623, tname:债券交易, sql:insert into article_tags values(2974,623)
aid:2974, atitle:《中央国库现金管理暂行办法》解读, tid:865, tname:通货膨胀, sql:insert into article_tags values(2974,865)
aid:2974, atitle:《中央国库现金管理暂行办法》解读, tid:867, tname:利率, sql:insert into article_tags values(2974,867)
aid:2974, atitle:《中央国库现金管理暂行办法》解读, tid:868, tname:汇率, sql:insert into article_tags values(2974,868)
aid:2974, atitle:《中央国库现金管理暂行办法》解读, tid:876, tname:国债, sql:insert into article_tags values(2974,876)
aid:2974, atitle:《中央国库现金管理暂行办法》解读, tid:880, tname:货币政策, sql:insert into article_tags values(2974,880)
aid:2974, atitle:《中央国库现金管理暂行办法》解读, tid:881, tname:货币政策工具, sql:insert into article_tags values(2974,881)
aid:2974, atitle:《中央国库现金管理暂行办法》解读, tid:993, tname:趋势, sql:insert into article_tags values(2974,993)
aid:2974, atitle:《中央国库现金管理暂行办法》解读, tid:1079, tname:利空, sql:insert into article_tags values(2974,1079)
aid:2974, atitle:《中央国库现金管理暂行办法》解读, tid:1101, tname:反弹, sql:insert into article_tags values(2974,1101)
aid:2975, atitle:关于外资金融机构变更事项的公告, tid:448, tname:公司, sql:insert into article_tags values(2975,448)
aid:2975, atitle:关于外资金融机构变更事项的公告, tid:890, tname:行业, sql:insert into article_tags values(2975,890)
aid:2976, atitle:人民银行治理商业贿赂专项工作实施意见, tid:890, tname:行业, sql:insert into article_tags values(2976,890)
aid:2978, atitle:银监会拟推出《银行法典》, tid:166, tname:股份, sql:insert into article_tags values(2978,166)
aid:2978, atitle:银监会拟推出《银行法典》, tid:352, tname:证券, sql:insert into article_tags values(2978,352)
aid:2978, atitle:银监会拟推出《银行法典》, tid:486, tname:资产, sql:insert into article_tags values(2978,486)
aid:2978, atitle:银监会拟推出《银行法典》, tid:875, tname:税收, sql:insert into article_tags values(2978,875)
aid:2978, atitle:银监会拟推出《银行法典》, tid:890, tname:行业, sql:insert into article_tags values(2978,890)
aid:2979, atitle:银监会调整信托公司信息披露办法, tid:448, tname:公司, sql:insert into article_tags values(2979,448)
aid:2980, atitle:中国人民银行公告〔2006〕第5号, tid:165, tname:股票, sql:insert into article_tags values(2980,165)
aid:2980, atitle:中国人民银行公告〔2006〕第5号, tid:352, tname:证券, sql:insert into article_tags values(2980,352)
aid:2980, atitle:中国人民银行公告〔2006〕第5号, tid:448, tname:公司, sql:insert into article_tags values(2980,448)
aid:2980, atitle:中国人民银行公告〔2006〕第5号, tid:486, tname:资产, sql:insert into article_tags values(2980,486)
aid:2980, atitle:中国人民银行公告〔2006〕第5号, tid:816, tname:证券投资, sql:insert into article_tags values(2980,816)
aid:2980, atitle:中国人民银行公告〔2006〕第5号, tid:870, tname:国际收支, sql:insert into article_tags values(2980,870)
aid:2981, atitle:2006年中国金融机构外汇业务法规一览表, tid:366, tname:金融市场, sql:insert into article_tags values(2981,366)
aid:2981, atitle:2006年中国金融机构外汇业务法规一览表, tid:448, tname:公司, sql:insert into article_tags values(2981,448)
aid:2981, atitle:2006年中国金融机构外汇业务法规一览表, tid:718, tname:清算, sql:insert into article_tags values(2981,718)
aid:2981, atitle:2006年中国金融机构外汇业务法规一览表, tid:868, tname:汇率, sql:insert into article_tags values(2981,868)
aid:2981, atitle:2006年中国金融机构外汇业务法规一览表, tid:870, tname:国际收支, sql:insert into article_tags values(2981,870)
aid:2982, atitle:将农信社办成社区性银行业机构, tid:381, tname:利润, sql:insert into article_tags values(2982,381)
aid:2982, atitle:将农信社办成社区性银行业机构, tid:890, tname:行业, sql:insert into article_tags values(2982,890)
aid:2983, atitle:上证所确定2006年工作9重点, tid:9, tname:涨跌, sql:insert into article_tags values(2983,9)
aid:2983, atitle:上证所确定2006年工作9重点, tid:18, tname:突破, sql:insert into article_tags values(2983,18)
aid:2983, atitle:上证所确定2006年工作9重点, tid:94, tname:趋势, sql:insert into article_tags values(2983,94)
aid:2983, atitle:上证所确定2006年工作9重点, tid:153, tname:内幕交易, sql:insert into article_tags values(2983,153)
aid:2983, atitle:上证所确定2006年工作9重点, tid:165, tname:股票, sql:insert into article_tags values(2983,165)
aid:2983, atitle:上证所确定2006年工作9重点, tid:201, tname:债券, sql:insert into article_tags values(2983,201)
aid:2983, atitle:上证所确定2006年工作9重点, tid:352, tname:证券, sql:insert into article_tags values(2983,352)
aid:2983, atitle:上证所确定2006年工作9重点, tid:448, tname:公司, sql:insert into article_tags values(2983,448)
aid:2983, atitle:上证所确定2006年工作9重点, tid:449, tname:有限责任公司, sql:insert into article_tags values(2983,449)
aid:2983, atitle:上证所确定2006年工作9重点, tid:486, tname:资产, sql:insert into article_tags values(2983,486)
aid:2983, atitle:上证所确定2006年工作9重点, tid:518, tname:证券交易所, sql:insert into article_tags values(2983,518)
aid:2983, atitle:上证所确定2006年工作9重点, tid:614, tname:证券交易, sql:insert into article_tags values(2983,614)
aid:2983, atitle:上证所确定2006年工作9重点, tid:647, tname:证券交易所, sql:insert into article_tags values(2983,647)
aid:2983, atitle:上证所确定2006年工作9重点, tid:649, tname:会员, sql:insert into article_tags values(2983,649)
aid:2983, atitle:上证所确定2006年工作9重点, tid:747, tname:标准券, sql:insert into article_tags values(2983,747)
aid:2983, atitle:上证所确定2006年工作9重点, tid:788, tname:风险防范, sql:insert into article_tags values(2983,788)
aid:2983, atitle:上证所确定2006年工作9重点, tid:803, tname:内幕交易, sql:insert into article_tags values(2983,803)
aid:2983, atitle:上证所确定2006年工作9重点, tid:876, tname:国债, sql:insert into article_tags values(2983,876)
aid:2983, atitle:上证所确定2006年工作9重点, tid:890, tname:行业, sql:insert into article_tags values(2983,890)
aid:2983, atitle:上证所确定2006年工作9重点, tid:993, tname:趋势, sql:insert into article_tags values(2983,993)
aid:2983, atitle:上证所确定2006年工作9重点, tid:1050, tname:涨跌, sql:insert into article_tags values(2983,1050)
aid:2983, atitle:上证所确定2006年工作9重点, tid:1059, tname:突破, sql:insert into article_tags values(2983,1059)
aid:2984, atitle:网站协议 不是银行免责的保护伞, tid:890, tname:行业, sql:insert into article_tags values(2984,890)
aid:2986, atitle:中国人民银行公告〔2004〕第21号, tid:448, tname:公司, sql:insert into article_tags values(2986,448)
aid:2987, atitle:全国银行间债券市场债券交易流通审核规则, tid:51, tname:行情, sql:insert into article_tags values(2987,51)
aid:2987, atitle:全国银行间债券市场债券交易流通审核规则, tid:150, tname:发行公告, sql:insert into article_tags values(2987,150)
aid:2987, atitle:全国银行间债券市场债券交易流通审核规则, tid:179, tname:政府债券, sql:insert into article_tags values(2987,179)
aid:2987, atitle:全国银行间债券市场债券交易流通审核规则, tid:201, tname:债券, sql:insert into article_tags values(2987,201)
aid:2987, atitle:全国银行间债券市场债券交易流通审核规则, tid:352, tname:证券, sql:insert into article_tags values(2987,352)
aid:2987, atitle:全国银行间债券市场债券交易流通审核规则, tid:417, tname:资产评估, sql:insert into article_tags values(2987,417)
aid:2987, atitle:全国银行间债券市场债券交易流通审核规则, tid:448, tname:公司, sql:insert into article_tags values(2987,448)
aid:2987, atitle:全国银行间债券市场债券交易流通审核规则, tid:449, tname:有限责任公司, sql:insert into article_tags values(2987,449)
aid:2987, atitle:全国银行间债券市场债券交易流通审核规则, tid:486, tname:资产, sql:insert into article_tags values(2987,486)
aid:2987, atitle:全国银行间债券市场债券交易流通审核规则, tid:492, tname:证券公司, sql:insert into article_tags values(2987,492)
aid:2987, atitle:全国银行间债券市场债券交易流通审核规则, tid:510, tname:律师事务所, sql:insert into article_tags values(2987,510)
aid:2987, atitle:全国银行间债券市场债券交易流通审核规则, tid:511, tname:会计师事务所, sql:insert into article_tags values(2987,511)
aid:2987, atitle:全国银行间债券市场债券交易流通审核规则, tid:512, tname:资产评估机构, sql:insert into article_tags values(2987,512)
aid:2987, atitle:全国银行间债券市场债券交易流通审核规则, tid:514, tname:信用评级机构, sql:insert into article_tags values(2987,514)
aid:2987, atitle:全国银行间债券市场债券交易流通审核规则, tid:572, tname:债券发行, sql:insert into article_tags values(2987,572)
aid:2987, atitle:全国银行间债券市场债券交易流通审核规则, tid:623, tname:债券交易, sql:insert into article_tags values(2987,623)
aid:2987, atitle:全国银行间债券市场债券交易流通审核规则, tid:696, tname:验证, sql:insert into article_tags values(2987,696)
aid:2987, atitle:全国银行间债券市场债券交易流通审核规则, tid:811, tname:发行公告, sql:insert into article_tags values(2987,811)
aid:2987, atitle:全国银行间债券市场债券交易流通审核规则, tid:876, tname:国债, sql:insert into article_tags values(2987,876)
aid:2987, atitle:全国银行间债券市场债券交易流通审核规则, tid:1092, tname:行情, sql:insert into article_tags values(2987,1092)
aid:2987, atitle:全国银行间债券市场债券交易流通审核规则, tid:1114, tname:证券公司, sql:insert into article_tags values(2987,1114)
aid:2987, atitle:全国银行间债券市场债券交易流通审核规则, tid:1132, tname:律师事务所, sql:insert into article_tags values(2987,1132)
aid:2987, atitle:全国银行间债券市场债券交易流通审核规则, tid:1133, tname:会计师事务所, sql:insert into article_tags values(2987,1133)
aid:2987, atitle:全国银行间债券市场债券交易流通审核规则, tid:1134, tname:资产评估机构, sql:insert into article_tags values(2987,1134)
aid:2987, atitle:全国银行间债券市场债券交易流通审核规则, tid:1136, tname:信用评级机构, sql:insert into article_tags values(2987,1136)
aid:2988, atitle:中国人民银行公告〔2004〕第19号, tid:51, tname:行情, sql:insert into article_tags values(2988,51)
aid:2988, atitle:中国人民银行公告〔2004〕第19号, tid:150, tname:发行公告, sql:insert into article_tags values(2988,150)
aid:2988, atitle:中国人民银行公告〔2004〕第19号, tid:179, tname:政府债券, sql:insert into article_tags values(2988,179)
aid:2988, atitle:中国人民银行公告〔2004〕第19号, tid:201, tname:债券, sql:insert into article_tags values(2988,201)
aid:2988, atitle:中国人民银行公告〔2004〕第19号, tid:352, tname:证券, sql:insert into article_tags values(2988,352)
aid:2988, atitle:中国人民银行公告〔2004〕第19号, tid:417, tname:资产评估, sql:insert into article_tags values(2988,417)
aid:2988, atitle:中国人民银行公告〔2004〕第19号, tid:448, tname:公司, sql:insert into article_tags values(2988,448)
aid:2988, atitle:中国人民银行公告〔2004〕第19号, tid:449, tname:有限责任公司, sql:insert into article_tags values(2988,449)
aid:2988, atitle:中国人民银行公告〔2004〕第19号, tid:486, tname:资产, sql:insert into article_tags values(2988,486)
aid:2988, atitle:中国人民银行公告〔2004〕第19号, tid:492, tname:证券公司, sql:insert into article_tags values(2988,492)
aid:2988, atitle:中国人民银行公告〔2004〕第19号, tid:510, tname:律师事务所, sql:insert into article_tags values(2988,510)
aid:2988, atitle:中国人民银行公告〔2004〕第19号, tid:511, tname:会计师事务所, sql:insert into article_tags values(2988,511)
aid:2988, atitle:中国人民银行公告〔2004〕第19号, tid:512, tname:资产评估机构, sql:insert into article_tags values(2988,512)
aid:2988, atitle:中国人民银行公告〔2004〕第19号, tid:514, tname:信用评级机构, sql:insert into article_tags values(2988,514)
aid:2988, atitle:中国人民银行公告〔2004〕第19号, tid:572, tname:债券发行, sql:insert into article_tags values(2988,572)
aid:2988, atitle:中国人民银行公告〔2004〕第19号, tid:623, tname:债券交易, sql:insert into article_tags values(2988,623)
aid:2988, atitle:中国人民银行公告〔2004〕第19号, tid:696, tname:验证, sql:insert into article_tags values(2988,696)
aid:2988, atitle:中国人民银行公告〔2004〕第19号, tid:811, tname:发行公告, sql:insert into article_tags values(2988,811)
aid:2988, atitle:中国人民银行公告〔2004〕第19号, tid:876, tname:国债, sql:insert into article_tags values(2988,876)
aid:2988, atitle:中国人民银行公告〔2004〕第19号, tid:1092, tname:行情, sql:insert into article_tags values(2988,1092)
aid:2988, atitle:中国人民银行公告〔2004〕第19号, tid:1114, tname:证券公司, sql:insert into article_tags values(2988,1114)
aid:2988, atitle:中国人民银行公告〔2004〕第19号, tid:1132, tname:律师事务所, sql:insert into article_tags values(2988,1132)
aid:2988, atitle:中国人民银行公告〔2004〕第19号, tid:1133, tname:会计师事务所, sql:insert into article_tags values(2988,1133)
aid:2988, atitle:中国人民银行公告〔2004〕第19号, tid:1134, tname:资产评估机构, sql:insert into article_tags values(2988,1134)
aid:2988, atitle:中国人民银行公告〔2004〕第19号, tid:1136, tname:信用评级机构, sql:insert into article_tags values(2988,1136)
aid:2989, atitle:中国人民银行公告[2004]第12号, tid:51, tname:行情, sql:insert into article_tags values(2989,51)
aid:2989, atitle:中国人民银行公告[2004]第12号, tid:150, tname:发行公告, sql:insert into article_tags values(2989,150)
aid:2989, atitle:中国人民银行公告[2004]第12号, tid:165, tname:股票, sql:insert into article_tags values(2989,165)
aid:2989, atitle:中国人民银行公告[2004]第12号, tid:180, tname:金融债券, sql:insert into article_tags values(2989,180)
aid:2989, atitle:中国人民银行公告[2004]第12号, tid:201, tname:债券, sql:insert into article_tags values(2989,201)
aid:2989, atitle:中国人民银行公告[2004]第12号, tid:269, tname:金融债券, sql:insert into article_tags values(2989,269)
aid:2989, atitle:中国人民银行公告[2004]第12号, tid:352, tname:证券, sql:insert into article_tags values(2989,352)
aid:2989, atitle:中国人民银行公告[2004]第12号, tid:448, tname:公司, sql:insert into article_tags values(2989,448)
aid:2989, atitle:中国人民银行公告[2004]第12号, tid:449, tname:有限责任公司, sql:insert into article_tags values(2989,449)
aid:2989, atitle:中国人民银行公告[2004]第12号, tid:486, tname:资产, sql:insert into article_tags values(2989,486)
aid:2989, atitle:中国人民银行公告[2004]第12号, tid:487, tname:负债, sql:insert into article_tags values(2989,487)
aid:2989, atitle:中国人民银行公告[2004]第12号, tid:492, tname:证券公司, sql:insert into article_tags values(2989,492)
aid:2989, atitle:中国人民银行公告[2004]第12号, tid:510, tname:律师事务所, sql:insert into article_tags values(2989,510)
aid:2989, atitle:中国人民银行公告[2004]第12号, tid:520, tname:中国证券监督管理委员会, sql:insert into article_tags values(2989,520)
aid:2989, atitle:中国人民银行公告[2004]第12号, tid:547, tname:法律意见书, sql:insert into article_tags values(2989,547)
aid:2989, atitle:中国人民银行公告[2004]第12号, tid:614, tname:证券交易, sql:insert into article_tags values(2989,614)
aid:2989, atitle:中国人民银行公告[2004]第12号, tid:623, tname:债券交易, sql:insert into article_tags values(2989,623)
aid:2989, atitle:中国人民银行公告[2004]第12号, tid:761, tname:固定资产, sql:insert into article_tags values(2989,761)
aid:2989, atitle:中国人民银行公告[2004]第12号, tid:811, tname:发行公告, sql:insert into article_tags values(2989,811)
aid:2989, atitle:中国人民银行公告[2004]第12号, tid:867, tname:利率, sql:insert into article_tags values(2989,867)
aid:2989, atitle:中国人民银行公告[2004]第12号, tid:876, tname:国债, sql:insert into article_tags values(2989,876)
aid:2989, atitle:中国人民银行公告[2004]第12号, tid:890, tname:行业, sql:insert into article_tags values(2989,890)
aid:2989, atitle:中国人民银行公告[2004]第12号, tid:1092, tname:行情, sql:insert into article_tags values(2989,1092)
aid:2989, atitle:中国人民银行公告[2004]第12号, tid:1114, tname:证券公司, sql:insert into article_tags values(2989,1114)
aid:2989, atitle:中国人民银行公告[2004]第12号, tid:1132, tname:律师事务所, sql:insert into article_tags values(2989,1132)
aid:2990, atitle:中国人民银行令〔2004〕 第 3 号, tid:658, tname:委托人, sql:insert into article_tags values(2990,658)
aid:2991, atitle:人行关于调整商业银行拆借资金限额的通知, tid:166, tname:股份, sql:insert into article_tags values(2991,166)
aid:2992, atitle:人行关于调整商业银行拆借资金限额的通知, tid:166, tname:股份, sql:insert into article_tags values(2992,166)
aid:2993, atitle:银行间债券市场债券买断式回购业务管理规定, tid:201, tname:债券, sql:insert into article_tags values(2993,201)
aid:2993, atitle:银行间债券市场债券买断式回购业务管理规定, tid:352, tname:证券, sql:insert into article_tags values(2993,352)
aid:2993, atitle:银行间债券市场债券买断式回购业务管理规定, tid:448, tname:公司, sql:insert into article_tags values(2993,448)
aid:2993, atitle:银行间债券市场债券买断式回购业务管理规定, tid:449, tname:有限责任公司, sql:insert into article_tags values(2993,449)
aid:2993, atitle:银行间债券市场债券买断式回购业务管理规定, tid:623, tname:债券交易, sql:insert into article_tags values(2993,623)
aid:2993, atitle:银行间债券市场债券买断式回购业务管理规定, tid:625, tname:净价交易, sql:insert into article_tags values(2993,625)
aid:2993, atitle:银行间债券市场债券买断式回购业务管理规定, tid:788, tname:风险防范, sql:insert into article_tags values(2993,788)
aid:2993, atitle:银行间债券市场债券买断式回购业务管理规定, tid:876, tname:国债, sql:insert into article_tags values(2993,876)
aid:2994, atitle:中华人民共和国银行业监督管理法, tid:166, tname:股份, sql:insert into article_tags values(2994,166)
aid:2994, atitle:中华人民共和国银行业监督管理法, tid:448, tname:公司, sql:insert into article_tags values(2994,448)
aid:2994, atitle:中华人民共和国银行业监督管理法, tid:462, tname:股东, sql:insert into article_tags values(2994,462)
aid:2994, atitle:中华人民共和国银行业监督管理法, tid:469, tname:董事, sql:insert into article_tags values(2994,469)
aid:2994, atitle:中华人民共和国银行业监督管理法, tid:486, tname:资产, sql:insert into article_tags values(2994,486)
aid:2994, atitle:中华人民共和国银行业监督管理法, tid:498, tname:资产管理, sql:insert into article_tags values(2994,498)
aid:2994, atitle:中华人民共和国银行业监督管理法, tid:890, tname:行业, sql:insert into article_tags values(2994,890)
aid:2994, atitle:中华人民共和国银行业监督管理法, tid:970, tname:关联交易, sql:insert into article_tags values(2994,970)
aid:2994, atitle:中华人民共和国银行业监督管理法, tid:1120, tname:资产管理, sql:insert into article_tags values(2994,1120)
aid:2995, atitle:中华人民共和国商业银行法（修正）, tid:166, tname:股份, sql:insert into article_tags values(2995,166)
aid:2995, atitle:中华人民共和国商业银行法（修正）, tid:179, tname:政府债券, sql:insert into article_tags values(2995,179)
aid:2995, atitle:中华人民共和国商业银行法（修正）, tid:180, tname:金融债券, sql:insert into article_tags values(2995,180)
